Species	6785	7135	5664	7296	6282	6733	6148	TC03G002530	AT5G08530	TC03G001430	5842	5913	5477	7583	TC00G083870	5449	5821	AT3G02760	6265	6620	6527	7021	TC05G005750	6274	6393	AT5G13030	NM_124699.3	5260	6859	7363	AT5G21070	6914	5816	5614	6363	5634	NM_179236.3	5335	4724	6398	TC09G026260	TC00G047210	AT3G59040	TC01G002420	6779	KT377118.1	KT377126.1	TC05G029300	5699	5034	6641	5116	5220	7141	TC02G009310	6238	6705	6563	6732	5536	5841	5870	4890	6299	5326	AT3G53700	TC08G013000	5772	5318	6782	6955	6004	4796	6954	5926	AT4G15420	6226	AT5G02860	5791	TC04G030490	AT4G00740	TC01G033670	6679	6056	5347	4757	AT3G46610	AT5G13520	5333	6198	5163	7111	7628	AT3G10150	AT3G56940	7136	TC02G004290	5328	5918	5703	6164	5090	5454	5273	7174	6533	AT4G33945	4802	AT5G55960	5339	5919	5366	6552	7367	6460	5981	5802	6459	6969	6098	6979	5857	5977	5489	6946	5936	6064	5355	6506	5463	5594	6387	6221	4793	6797	4942	6270	6913	6854	7128	TC04G019470	TC07G000920	TC06G006880	AT3G54690	5644	5968	AT3G04880	TC09G007890	5656	TC02G024400	5296	5733	6538	6933	TC01G007130	6227	6034	6457	6540	TC02G003180	5426	6958	6366	AT2G31240	5354	5849	6072	7194	5770	AT4G38890	KT377078.1	6041	6962	5206	6500	6550	5910	5942	5596	TC09G017950	6792	6860	AT3G54090	6110	TC01G021540	5865	AT1G52310	AT5G57930	6893	6150	6450	5945	AT1G02020	TC05G022880	TC01G032610	5162	5406	NM_113708.2	TC04G026920	6383	AT5G64370	KT377086.1	5940	6570	4992	AT5G50280	6048	6978	7336	TC09G010970	6531	TC09G009480	NM_001198514.1	NM_148067.4	TC05G027690	TC02G026940	KT377070.1	5941	5949	7028	KT377102.1	6130	6977	6483	6439	6036	6406	AT5G13630	6320	5427	5639	AT5G40440	4954	AT1G65380	AT3G56460	6051	5348	AT4G39520	AJ133743.1	TC04G028160	5428	7325	TC02G006310	5434	6947	5343	6909	AT3G26782	6379	6407	TC01G005310	6865	4951	6528	TC04G030670	5138	7572	AT5G13400	TC06G016050	5264	5531	6667	6875	AT2G35790	AT1G17160	4806	7024	6924	TC09G026350	TC09G025650	TC03G025580	6713	TC01G019250	TC06G020780	TC09G004790	5815	6492	TC05G003200	6882	6995	7331	TC03G023900	6639	TC05G024510	5859	6848	AT1G48520	6114	4932	7273	5980	6565	5104	6284	6412	5893	6825	6000	5064	5398	5464	6494	TC01G040040	6448	6488	KT377094.1	5421	5177	TC01G019030	AT2G33630	5716	6378	5271	6636	6532	5032	6507	5460	4848	5702	6139	6864	6631	7333	7371	6544	6557	7602	6050	6487	5866	6405	AT2G35130	TC03G010340	4744	6601	6175	6318	TC07G011130	5578	4889	7029	TC05G008010	5554	AT5G23940	5843	TC06G011670	TC09G034320	TC04G015820	4471	5960	7324	5123	5933	6401	7577	TC03G012430	AT2G01650	6119	TC02G023190	5188	6780	5599	5958	6447	6216	6791	6430	5990	AT3G24190	6420	AT1G63680	5513	6883	4691	5469	TC03G028600	5660	7241	7279	TC07G000500
FMN_104811_P005_WD09	0	471	222	0	162	0	183	1077	1458	801	0	0	627	0	2586	786	0	2361	0	636	300	309	1266	0	0	1380	159	0	222	0	519	375	0	0	0	0	1494	0	567	225	579	0	1308	717	0	798	717	1923	372	0	306	282	297	0	687	0	210	534	0	0	465	354	0	0	1431	1272	990	0	420	255	0	798	0	0	339	1413	165	1788	384	1041	1152	882	0	93	219	354	1659	1641	0	0	483	0	0	978	1203	213	660	462	0	0	0	486	1155	312	0	495	849	402	1917	525	642	69	0	0	867	0	267	576	0	1164	0	0	0	0	0	777	0	0	0	387	651	486	369	0	0	174	0	633	288	750	777	1239	1317	978	354	0	900	1563	0	1200	0	0	0	0	1362	591	0	0	0	1164	1260	375	0	1521	0	171	0	0	0	1353	324	852	0	345	336	267	0	600	1773	1938	399	0	1362	0	954	0	1560	834	0	0	0	426	1632	669	912	357	1545	351	885	0	996	918	0	519	927	1944	0	0	0	663	588	1431	2262	663	1194	1359	864	528	0	0	402	321	0	0	495	1107	0	3861	384	0	357	783	1065	906	1011	1197	0	705	1002	870	0	0	585	960	0	729	432	1437	0	0	999	363	0	366	1215	0	618	1857	831	1797	327	726	1305	564	726	0	0	0	1143	681	1584	0	1722	0	747	339	558	600	0	0	0	681	0	1635	621	234	630	0	651	0	510	0	0	714	0	0	0	609	0	1086	0	684	972	165	0	285	0	0	942	1434	642	0	0	0	204	0	0	0	552	453	915	0	0	663	0	675	0	333	0	636	0	0	1191	936	0	0	1218	345	585	0	0	159	1965	609	894	0	1182	1389	2049	195	0	465	0	516	0	0	1137	1404	1407	1188	174	0	0	360	0	0	0	0	0	930	339	2319	297	132	0	414	648	0	0	0	1383
FMN_104811_P005_WD10	0	375	0	0	0	0	0	1047	1458	813	0	0	474	0	2583	738	0	2340	0	438	282	171	1185	0	0	1320	156	0	0	0	516	375	0	0	0	0	1494	0	495	135	579	0	1185	1062	0	906	666	1749	366	0	0	174	255	0	687	0	228	513	0	0	387	246	0	0	984	1272	990	0	141	255	0	774	0	0	282	1413	0	1506	0	1080	1152	879	0	0	0	0	1659	1830	0	0	258	0	0	645	903	210	660	441	0	0	0	183	1146	0	0	390	393	0	1827	339	642	69	0	0	750	0	0	339	0	1164	399	0	0	0	0	528	0	0	0	309	0	0	243	0	0	270	0	609	405	192	777	1092	1317	603	354	0	918	1563	0	1215	0	0	0	0	1362	591	0	0	0	1032	975	0	0	1521	0	171	0	0	0	1341	315	462	0	171	243	267	0	600	1428	1959	249	0	1344	0	729	0	1503	834	0	0	0	717	1599	666	357	0	1347	324	813	0	1065	639	0	519	258	1989	0	0	453	735	450	957	2265	495	1062	1353	630	537	0	0	408	0	0	0	432	1014	0	3750	228	0	0	666	993	906	807	1197	0	618	993	870	0	0	486	1053	0	729	264	1437	0	0	900	366	0	384	876	0	498	1857	801	636	264	375	1305	564	654	0	0	0	1041	681	1452	0	1722	849	747	180	426	600	0	0	0	648	0	1623	621	0	624	0	774	0	381	0	0	714	0	0	0	249	0	513	0	429	930	78	0	243	0	0	942	1434	444	0	0	0	0	0	0	0	309	324	417	0	0	762	0	723	0	0	0	681	0	0	696	768	0	0	1152	0	465	0	0	0	1971	393	894	0	1134	774	2049	120	0	420	0	0	0	0	1404	1395	1407	1182	0	0	0	0	0	0	0	0	0	930	339	2154	0	225	0	474	642	0	0	0	1284
FMN_104811_P005_WD11	0	399	0	0	108	0	0	1068	1434	792	0	0	627	0	2586	987	0	2361	0	585	471	258	1170	0	0	1296	159	0	0	0	669	456	0	0	0	0	1494	213	489	375	729	0	1488	1062	0	1134	675	1923	378	0	462	375	297	0	687	0	270	735	0	0	465	327	0	0	1440	1272	990	0	321	336	0	756	0	0	339	1413	198	1791	171	1218	1674	930	0	93	219	0	1659	1833	0	0	531	0	0	978	1113	213	660	441	0	0	0	246	1131	0	0	405	819	408	1938	441	642	66	0	0	792	0	267	276	0	1278	729	0	0	0	0	639	0	0	0	381	0	0	411	0	0	306	0	885	369	666	777	1299	1317	978	393	0	885	1560	0	1218	0	0	0	0	1368	591	0	0	0	1056	1527	369	0	1701	0	216	0	0	0	1440	324	987	0	393	807	267	351	600	1728	1938	507	201	1368	0	876	0	1191	834	0	0	0	426	1632	864	942	0	1650	354	900	0	1104	720	0	519	549	1953	0	0	0	762	513	1431	2262	726	1044	1359	705	534	0	222	414	294	0	0	432	1494	0	3762	258	0	546	666	1080	906	1044	1197	0	705	996	870	0	0	585	1053	0	711	402	1437	0	0	972	363	0	384	1134	0	618	1854	834	1797	354	816	1293	564	726	0	0	0	1161	681	2001	0	1722	0	747	588	528	600	0	0	144	765	0	1635	621	0	843	0	726	0	498	0	0	1155	0	0	0	609	0	1041	0	1206	741	165	0	285	0	0	942	1434	900	0	0	0	210	0	0	0	1236	324	924	0	0	786	0	627	0	0	0	804	0	0	1191	1107	0	0	1287	0	729	204	0	0	1965	504	894	0	1533	1389	2049	294	0	633	0	501	0	0	1395	1413	1401	1188	174	0	0	360	0	0	0	0	0	930	339	2223	285	423	0	303	648	0	0	0	1473
FMN_104811_P005_WE01	0	507	147	0	468	0	0	1098	1452	804	0	0	663	0	2580	912	0	2358	0	558	324	264	1266	0	0	1701	168	0	0	0	519	192	0	0	0	0	1440	333	618	378	750	1110	1530	1134	0	774	684	1944	615	0	333	414	297	0	687	0	228	513	0	0	807	690	0	0	1368	1782	990	0	141	336	0	828	0	0	333	1413	0	1605	402	912	1497	930	0	120	219	555	1659	1686	0	0	468	0	0	981	1134	687	657	441	0	0	0	492	1182	159	0	465	837	453	1944	441	642	192	0	0	807	0	267	564	0	1164	816	0	0	0	0	948	0	0	0	381	0	0	396	0	0	429	0	879	408	1128	777	1305	1317	978	354	0	918	1560	0	1215	0	0	0	0	1350	591	0	0	0	1032	1227	462	0	1698	0	282	0	0	0	1440	351	984	0	357	1266	267	315	600	1776	1965	507	264	1356	0	549	183	1242	1167	0	0	0	471	1635	813	585	252	1956	354	738	0	1110	723	0	519	678	1998	0	0	0	756	585	1431	2262	948	1143	1359	705	342	0	0	417	291	0	0	360	1266	0	3870	399	267	558	972	993	906	1038	1197	0	741	993	870	0	0	585	1053	0	684	555	1437	0	0	1122	348	0	378	1143	0	723	1857	957	1248	405	771	1299	564	699	0	0	330	1113	681	1920	0	1719	0	747	342	477	600	0	0	0	723	0	1635	960	0	630	0	837	0	453	0	0	1155	0	636	0	345	0	1158	0	630	1146	204	0	270	141	0	957	1434	525	0	0	0	210	0	0	0	1002	561	924	0	0	735	0	720	0	0	0	975	0	0	1191	912	0	0	1287	0	663	204	0	0	1980	504	993	0	1575	1389	2049	138	0	420	0	693	0	0	1389	1395	1383	1182	0	0	0	360	0	0	0	0	0	930	339	2196	264	483	0	438	648	519	351	0	1509
FMN_104811_P005_WE02	0	531	0	0	327	0	0	1050	1458	804	0	0	627	0	2580	1122	0	2358	0	438	438	387	1260	0	0	1716	168	0	267	0	519	375	0	0	0	0	1494	54	495	378	660	1116	1542	1062	0	1011	723	1761	807	0	0	306	297	0	687	0	231	657	0	0	675	381	0	0	1506	1785	990	0	216	336	0	828	0	0	414	1413	171	1791	189	1296	1656	930	0	93	219	177	1659	1833	0	0	501	0	0	990	1125	399	939	441	0	0	345	267	1158	0	0	498	483	516	1926	441	642	69	0	0	978	0	267	564	0	1347	816	0	0	0	0	978	0	0	0	339	651	633	480	0	0	456	0	708	447	846	777	1308	1317	1035	354	0	912	1545	0	1215	0	0	0	0	1359	591	0	0	0	1032	1254	549	0	1662	0	297	0	0	0	1446	297	987	0	171	663	264	354	600	1872	1944	507	324	1338	342	774	0	1503	1167	0	0	0	426	1632	1143	1086	0	2007	354	900	0	1110	720	0	519	720	2001	0	0	399	822	408	1431	2262	687	1158	1359	687	540	0	291	360	255	0	0	507	1068	0	3771	261	306	597	687	993	906	951	1194	0	606	1002	870	0	0	582	1053	0	711	501	1437	0	0	1011	363	0	378	1215	0	585	1857	822	1248	339	597	1305	564	855	0	0	183	1254	681	1782	0	1722	0	867	339	528	600	0	0	0	711	282	1635	636	0	843	0	825	0	447	0	0	1155	0	489	195	258	0	1056	0	1251	1134	165	183	285	135	0	948	1434	651	264	0	0	216	0	0	0	1002	453	924	0	0	735	0	627	0	0	0	996	0	0	1191	615	0	255	1281	0	585	180	0	0	1980	609	1281	0	1581	1389	2049	141	0	444	123	546	0	0	1401	1395	1407	1188	282	0	0	360	0	0	0	0	207	930	462	2196	261	423	0	552	648	0	273	0	2148
FMN_104811_P005_WE03	0	513	0	0	468	0	0	1059	1458	807	0	0	630	0	2577	1071	0	2613	0	438	486	255	1260	0	0	1716	168	0	273	0	537	375	0	0	0	0	1494	270	684	225	795	1128	1185	1137	0	978	672	1860	789	0	0	243	297	0	687	0	231	750	0	0	807	381	0	0	1503	1272	990	0	141	336	324	828	0	0	414	1413	168	1791	189	1296	1734	930	0	0	219	0	1407	1821	0	0	531	0	0	981	1134	687	657	441	0	0	351	267	1200	0	0	498	906	453	1944	441	645	69	0	0	930	0	258	663	0	1335	816	0	0	0	0	870	0	0	0	309	648	813	471	0	0	690	0	843	363	591	813	1143	1317	1035	354	0	918	1560	0	1215	0	0	0	0	1359	591	0	0	0	1032	1293	423	0	1698	0	243	0	0	0	1356	252	987	0	384	687	267	714	600	1776	1932	447	0	1329	0	654	0	1503	1167	0	0	0	444	1629	960	888	657	2055	354	660	0	1110	699	0	519	723	2001	0	423	0	858	591	1431	2265	960	1293	1359	1050	657	0	0	417	291	0	0	507	1203	0	4140	228	273	597	810	1080	906	951	1197	0	654	993	870	273	0	543	1053	0	729	540	1431	0	0	792	363	0	426	1122	0	618	1857	957	1500	339	597	1305	564	726	0	0	390	1170	681	2091	0	1722	0	957	342	528	600	0	0	0	681	0	1635	960	0	624	0	816	0	579	0	0	1230	0	729	195	240	0	978	0	1272	1083	165	0	285	141	0	957	1434	627	0	0	0	252	0	0	0	990	546	1068	0	0	753	0	924	0	849	0	1017	0	0	1614	1152	0	0	1287	0	684	0	0	0	1980	504	1080	0	1581	1389	2049	141	0	534	123	924	0	0	1410	1395	1389	1188	174	0	0	360	0	0	0	0	0	1020	462	2196	366	483	396	834	648	0	273	0	2022
FMN_104811_P005_WE04	0	210	0	0	0	0	0	945	1458	777	0	0	474	0	2577	774	0	2340	0	432	300	0	1263	0	0	1374	156	0	0	0	516	192	0	0	0	0	1494	0	438	135	654	0	1032	1062	0	798	429	1623	378	0	180	174	297	0	687	615	228	444	0	0	408	237	0	0	390	1272	990	0	141	300	327	840	0	0	276	1413	0	1713	0	1116	1152	930	0	0	219	0	1659	1833	0	0	225	0	0	942	1152	405	660	441	0	0	0	267	1149	0	0	0	441	0	1917	393	618	69	0	0	537	0	0	477	0	1164	789	0	0	0	0	876	0	0	0	306	651	669	327	0	0	291	0	633	297	363	777	1233	1317	1038	354	0	918	1563	0	1215	0	0	0	0	1362	591	0	0	0	1032	975	0	0	1500	0	243	0	0	0	1416	252	435	0	270	609	0	0	600	1332	1959	441	0	1344	0	510	0	1503	834	0	0	0	426	1599	711	789	0	963	348	588	0	1077	666	0	519	381	1989	0	0	438	741	483	885	2268	702	1080	1353	771	336	0	0	267	0	0	0	276	1017	0	3858	228	0	510	666	993	906	951	1101	0	681	993	870	0	0	450	1020	0	711	315	1437	0	0	981	279	0	384	903	0	555	1857	801	762	264	438	1305	564	696	0	0	0	996	681	1419	0	1722	351	702	180	429	600	0	0	81	681	0	1635	621	0	624	0	573	0	303	0	0	714	0	0	0	213	0	792	0	459	1038	0	0	204	141	0	942	1434	387	0	0	0	123	0	0	0	540	339	336	0	0	762	0	765	0	0	0	951	0	0	819	873	0	0	1149	0	729	0	0	0	1986	504	1056	0	1482	1389	2049	180	0	483	0	0	0	0	1410	1395	1320	723	0	0	0	360	0	0	0	0	0	702	339	1953	111	213	276	387	648	0	0	0	1377
FMN_104811_P005_WE06	0	354	0	0	189	0	0	834	1458	789	0	0	627	0	2583	822	0	2340	0	0	318	207	1173	0	0	1548	156	0	0	0	519	294	0	0	0	0	1494	0	462	135	579	0	1032	1101	0	735	684	1785	366	0	336	432	297	0	687	0	228	501	0	0	444	279	0	0	1158	1272	990	0	243	285	0	669	0	0	192	1413	0	1791	0	1044	1152	882	0	93	219	0	1659	1797	0	0	348	0	0	885	948	210	660	441	0	0	0	231	1029	0	0	414	414	0	1923	468	615	69	0	0	606	0	0	0	0	1245	672	0	0	0	0	591	0	0	0	234	0	0	267	0	0	246	0	633	288	363	777	930	1185	663	354	0	918	1560	0	1215	0	0	0	0	1362	591	0	0	0	1032	1197	0	0	1521	0	243	0	0	0	1308	342	984	0	171	327	0	0	600	1776	1959	399	0	1344	0	612	0	1503	834	0	0	0	426	1632	666	540	0	1650	324	738	0	1101	720	0	519	729	1944	0	0	0	756	435	1416	2268	603	1080	1353	702	0	0	0	414	0	0	0	432	1020	0	3738	225	0	534	666	993	906	912	987	0	612	993	870	0	0	450	897	0	711	264	1191	0	0	972	279	0	315	876	0	0	1857	816	1239	120	474	1305	564	699	0	0	0	996	681	1458	0	1722	585	666	162	327	600	0	0	0	717	0	1635	621	0	624	0	687	0	396	0	0	714	0	0	0	345	0	507	0	516	957	165	0	285	0	0	810	1419	600	0	0	0	123	0	0	0	399	339	885	0	0	573	0	696	0	0	0	723	0	0	861	726	0	0	1152	0	585	0	0	0	1971	504	894	0	882	1389	2049	120	0	447	0	0	0	0	1404	1398	1407	723	174	0	0	0	0	0	0	0	0	930	339	2184	267	0	0	525	648	0	0	0	1305
FMN_104811_P005_WE07	0	297	0	0	108	0	0	1056	1458	819	0	0	627	0	2586	771	0	2361	0	438	297	249	1263	0	0	1548	156	0	0	0	519	342	0	0	0	0	1494	198	489	378	576	0	1185	1062	0	909	789	1809	378	0	306	297	297	0	687	0	270	576	0	0	603	447	0	0	1485	1272	990	0	228	0	324	837	0	0	333	1413	0	1635	0	1077	1260	930	0	93	219	0	1659	1722	0	0	531	0	0	978	1074	414	660	441	0	0	0	291	1167	114	0	528	852	0	1944	339	642	69	0	0	576	0	0	522	0	1251	0	0	0	0	0	978	0	0	0	387	651	0	435	0	0	306	0	633	351	657	777	1176	1317	978	354	0	900	1563	0	1218	0	0	0	0	1362	591	0	0	0	1032	1191	0	0	1521	0	297	0	0	0	1356	351	495	252	276	498	267	345	600	1686	1938	441	0	1362	0	687	0	1560	834	0	0	0	426	1599	963	828	0	1968	354	855	0	993	636	0	519	549	1953	0	0	0	762	477	1389	2262	651	1020	1359	576	348	0	0	414	0	0	0	453	1410	0	3831	258	0	339	666	1077	906	951	1197	0	705	1002	870	0	0	552	1053	0	711	192	1437	0	0	978	363	0	384	843	0	618	1854	822	1395	354	312	1305	564	726	0	0	0	1149	681	1767	0	1722	0	747	441	369	600	0	0	0	681	0	1635	621	0	630	0	822	0	411	0	0	714	0	0	0	609	0	864	0	636	1125	165	0	285	141	0	942	1434	435	0	0	0	96	0	0	0	918	339	924	0	0	786	0	627	0	0	0	945	0	0	1191	1059	0	0	1287	0	486	0	0	0	1974	504	1089	0	1569	1389	2049	120	0	462	0	0	0	0	1404	1404	1407	1188	174	0	0	360	0	0	0	0	0	930	339	2175	129	0	0	798	648	0	0	0	1575
FMN_104811_P005_WE08	0	435	0	0	204	0	0	1047	1419	789	0	0	663	0	2574	885	0	2610	0	471	297	318	1257	0	0	1437	159	0	0	0	519	375	0	0	0	0	1494	0	666	135	657	639	1542	1098	0	927	684	1794	378	0	336	282	297	0	687	327	228	513	0	0	387	252	0	0	1368	1272	990	0	459	255	330	840	0	0	414	1413	0	1746	0	1194	1341	930	0	93	219	0	1407	1833	0	0	225	0	0	1026	1215	414	660	441	0	0	0	267	1116	0	0	282	708	0	1923	315	642	0	0	0	753	0	0	0	0	1164	0	0	0	0	0	639	0	0	0	309	651	0	471	0	0	267	0	720	306	0	777	837	1317	864	354	0	912	1563	0	960	0	0	0	0	1362	591	0	0	0	1032	975	0	0	1521	0	243	0	0	0	1347	318	672	0	396	225	267	0	588	1776	1938	450	0	1362	0	564	0	1503	834	0	0	0	426	1599	837	921	786	2055	354	900	0	1002	744	0	519	729	1953	0	0	0	861	519	1431	2265	699	966	1359	834	438	0	0	414	0	0	0	453	1020	0	3816	228	0	387	666	1164	906	951	1197	0	705	1002	870	0	0	585	1053	0	711	396	1437	0	0	978	363	0	384	897	0	618	1857	825	1395	354	726	1305	564	726	0	0	0	999	681	1854	0	1722	0	747	231	495	597	0	0	0	696	0	1635	621	0	702	0	714	0	378	0	0	714	0	579	0	288	0	996	129	1092	1053	189	0	324	0	0	942	1434	366	0	0	0	0	0	0	0	411	357	471	0	0	786	0	771	0	621	0	1071	0	0	903	894	0	0	1281	0	585	0	0	0	1965	504	1083	0	1584	1389	2049	0	0	429	0	462	0	0	1404	1404	1413	1188	174	0	0	360	0	0	0	0	0	930	339	2136	129	201	0	480	648	0	0	0	2262
FMN_104811_P005_WE09	0	444	0	0	108	0	0	1047	1458	792	0	0	474	0	2583	753	0	2340	0	0	300	0	1248	0	0	1440	156	0	0	0	519	375	0	0	0	0	1494	0	588	153	684	0	1185	1116	0	909	684	1680	291	0	186	174	204	0	687	0	228	513	0	0	675	285	0	0	1338	1272	990	0	327	336	0	765	0	0	246	1413	0	1491	0	1044	1152	882	0	0	0	0	1659	1665	0	0	339	0	0	780	762	210	660	441	0	0	0	375	1161	0	0	300	441	0	1893	441	642	69	0	0	807	0	0	465	0	1203	0	0	0	0	0	642	0	0	0	309	0	561	411	0	0	237	0	633	288	0	777	1203	1317	663	339	0	918	1563	0	1215	0	0	0	0	1362	591	0	0	0	1032	1053	231	0	1521	0	174	0	0	0	1326	312	981	0	288	309	0	0	600	1380	1950	441	0	1269	0	675	0	1503	834	0	0	0	426	1599	753	771	0	1815	324	840	0	996	720	0	519	498	1989	0	0	0	747	516	1380	2262	741	1032	1353	804	0	0	0	348	0	0	0	0	1020	0	3810	225	0	357	666	993	906	876	1188	0	576	993	870	0	0	450	1029	0	711	0	1437	0	0	852	279	0	369	1020	0	618	1857	801	1503	192	699	1305	564	699	0	0	0	999	681	1542	0	1722	321	723	180	522	600	0	0	0	681	0	1635	621	0	630	0	477	0	408	0	0	714	0	0	0	345	0	825	0	450	969	78	0	285	0	0	942	1434	582	0	0	0	0	0	0	0	528	402	444	0	0	618	0	594	0	0	0	828	0	0	696	789	0	0	1287	0	477	0	0	0	1971	504	894	0	1350	1389	2049	120	0	270	120	0	0	0	1137	813	1290	1182	0	0	0	0	0	0	0	0	0	702	339	2184	285	0	0	474	648	0	0	0	1371
FMN_104811_P005_WE10	0	312	0	0	108	0	0	909	1458	792	0	0	474	0	2580	726	0	2361	0	459	369	0	1266	0	0	1437	156	0	0	0	516	336	0	198	0	0	1494	0	438	153	579	0	1185	1062	0	798	429	1833	291	0	186	174	297	0	687	0	201	513	0	0	675	327	0	0	1425	1272	990	0	228	336	0	804	0	0	333	1413	198	1539	117	1107	1152	882	0	93	219	168	1659	1833	0	0	399	0	0	645	990	213	660	441	0	0	0	255	1197	0	0	387	900	405	1938	393	582	192	0	0	795	0	267	381	0	1212	732	0	0	0	0	645	0	0	0	321	0	0	366	0	213	270	0	633	285	513	777	735	1317	603	354	0	912	1563	0	1218	0	0	0	0	1362	591	0	0	0	1038	954	0	0	1521	0	171	0	0	0	1575	291	582	0	255	645	267	0	600	1728	1959	441	264	1344	0	576	0	1185	834	0	0	0	426	1632	666	354	363	1521	336	759	0	1002	708	0	519	642	1953	0	0	0	675	552	1431	2262	597	1068	1359	705	0	0	0	411	0	0	0	402	1200	0	3603	228	0	420	666	993	906	918	1197	0	705	1002	870	0	0	537	1038	0	729	402	1380	0	0	915	363	0	297	1134	0	609	1857	822	1503	345	522	1305	558	726	0	0	0	1029	681	1464	0	1722	459	744	213	408	600	0	0	144	681	0	1635	621	0	630	0	552	0	381	0	0	714	0	0	0	609	0	876	0	465	738	165	0	285	141	0	942	1434	624	0	0	0	96	0	0	0	537	324	471	0	0	777	0	933	0	0	0	585	0	0	696	915	0	0	1086	0	588	192	0	0	1965	504	894	0	1269	1389	2049	120	0	510	0	375	0	0	1404	1404	1407	1188	0	0	0	0	0	0	0	0	0	702	339	2175	264	225	0	702	648	0	0	0	1398
FMN_104811_P005_WE11	0	357	213	0	108	0	0	1098	1458	801	0	0	627	0	2592	951	0	2361	0	438	384	0	1215	0	0	1548	159	0	255	0	519	375	0	0	0	0	1494	198	489	378	576	0	1185	669	0	828	756	1815	378	0	336	408	297	0	687	435	270	528	0	0	603	381	0	0	735	1272	990	0	459	336	0	786	0	0	267	1404	0	1767	0	1296	1518	1068	0	93	219	0	1659	1683	0	0	486	0	0	978	1215	414	660	441	0	0	0	267	1197	114	0	234	627	204	1923	393	642	189	0	0	858	0	237	516	0	1164	0	0	0	0	0	666	0	0	0	381	645	0	351	0	0	306	0	693	318	588	777	1308	1317	978	354	0	885	1563	0	1218	0	0	0	0	1362	591	0	0	0	1170	1104	423	0	1521	0	243	0	0	0	1440	324	1074	252	357	666	267	345	600	1776	1938	507	0	1350	0	912	0	1503	834	0	0	0	453	1632	1020	642	0	2055	354	708	0	1002	714	0	519	729	1953	0	0	0	765	459	1431	2262	645	1080	1359	702	306	0	0	414	0	0	0	480	1407	0	3753	258	0	465	777	1080	906	951	1197	0	693	1002	870	0	0	585	1053	0	729	417	1437	0	0	936	363	0	384	1041	0	618	1857	834	1797	420	744	1305	564	726	0	159	0	972	675	1755	0	1722	0	687	603	528	600	0	0	102	681	0	1635	621	0	630	0	837	0	474	0	0	714	0	0	0	609	0	879	0	1146	972	180	0	285	141	0	942	1425	588	0	0	0	135	0	0	0	1095	387	915	0	0	768	0	777	0	0	0	813	0	0	819	1002	0	0	1275	0	732	0	0	0	1965	504	894	0	1350	1389	2049	120	0	429	0	222	0	0	1404	1404	1392	1188	174	0	0	360	0	0	0	0	0	930	339	2316	264	201	465	702	648	0	0	0	1422
FMN_104811_P005_WE12	0	459	0	0	201	0	0	1083	1458	813	0	0	495	0	1548	807	0	2361	0	432	297	342	1254	0	0	1410	168	0	0	0	519	345	0	0	0	0	1371	123	552	225	483	0	594	1170	0	795	684	2004	192	0	336	201	297	0	696	435	228	525	0	0	486	327	0	0	1545	1263	990	0	207	303	0	897	0	0	276	1413	168	1605	207	1248	1152	930	0	153	219	564	1656	1785	0	0	384	0	0	981	1215	369	657	441	0	0	0	267	957	555	0	393	429	492	1944	393	645	69	0	0	930	0	267	462	0	1164	639	0	0	0	0	678	0	0	189	309	0	0	456	0	0	486	0	639	297	471	777	963	1317	1035	354	90	918	1566	0	1215	0	0	0	0	1359	591	0	0	0	1062	1362	0	0	1521	0	228	0	0	0	1332	318	987	0	264	759	240	348	600	1872	1752	504	264	1326	342	603	183	1503	1173	0	0	0	666	1632	666	801	729	1884	342	882	0	996	903	0	519	582	1992	0	0	0	603	510	1431	1770	555	1047	1350	705	372	0	0	270	279	0	0	495	1383	0	3795	228	351	597	690	1074	906	1044	1194	0	684	993	870	0	0	585	1047	0	711	369	1341	0	0	1155	342	0	429	1329	0	615	1857	807	636	429	624	1305	558	726	0	159	420	1131	681	1686	0	1719	528	747	345	495	597	0	0	207	771	0	1635	621	396	630	0	837	234	381	0	0	714	0	549	159	261	0	978	0	1158	1140	96	0	366	141	0	948	1434	780	450	0	0	210	0	0	0	1029	399	1116	0	0	753	0	717	0	0	0	1071	0	0	1194	936	0	372	1176	0	579	204	0	231	1977	504	1221	0	1581	1389	2049	219	0	621	0	309	0	0	861	1395	1401	1188	0	0	0	360	0	0	0	0	207	930	339	2190	366	423	0	576	648	0	0	0	1566
