Species	6733	TC01G007130	6958	TC01G019250	6978	5264	5354	AT1G48520	AT3G02760	6363	TC03G023900	TC04G028160	5449	TC02G024400	NM_179236.3	5913	5513	TC02G003180	6631	AT5G64370	6274	6875	4691	4992	TC01G002420	5104	6860	4954	6882	5398	5123	5116	5335	AT5G50280	7371	6050	AT3G53700	7241	5347	5958	6148	6216	5463	6995	5434	AT3G10150	6557	5477	5865	6150	5454	7194	6641	AT3G54090	TC06G011670	6507	7363	NM_148067.4	5866	6620	5489	6130	6946	6532	5634	4951	6265	5772	AT3G04880	6705	6064	6420	6864	KT377094.1	AT5G40440	4471	AT5G08530	AT3G59040	6483	5064	6962	AT5G21070	TC05G022880	5426	AT3G46610	TC06G020780	6538	7324	6401	6531	6639	AT2G31240	5594	5427	4793	7577	6318	6785	6732	6282	AT4G39520	7336	AT5G57930	5464	6825	5469	5260	5644	7141	6098	TC04G026920	6969	AT1G02020	5933	5816	5554	AT4G00740	6487	6636	TC03G001430	TC04G030670	4802	TC01G040040	AT4G33945	TC09G007890	TC01G019030	5919	6913	4724	TC09G034320	AT3G54690	6139	5090	TC03G010340	TC05G008010	6379	5926	7602	6533	5220	6570	6565	6601	5821	7333	5842	TC08G013000	5536	7583	AT2G33630	TC05G005750	6492	TC07G000920	5716	6459	7028	5980	6320	AT5G02860	6048	6270	5339	5977	6366	5326	6909	AT2G35790	5318	4942	TC00G083870	KT377070.1	5343	5355	AT3G26782	AT5G13400	TC05G024510	5815	5406	TC01G005310	TC04G015820	5941	AJ133743.1	6859	5664	5273	5770	5614	TC01G033670	4848	TC04G030490	AT1G65380	4889	6848	6540	7325	6407	TC00G047210	TC06G006880	6412	5942	TC09G025650	5945	6977	5859	6439	6056	AT3G56460	TC09G026260	6175	7135	TC07G011130	5791	TC02G006310	6933	7273	AT1G17160	6791	6448	6506	TC02G009310	5162	6563	5936	4890	6792	AT5G13630	TC03G028600	6041	6924	6227	6238	NM_113708.2	7111	6979	5857	6854	6198	6378	5849	5188	6955	KT377086.1	5596	5328	5163	5660	7136	6782	5531	6072	6393	6780	TC02G004290	5949	5599	AT4G15420	6552	5910	6387	4796	6034	6221	TC01G021540	6947	AT1G52310	NM_124699.3	6883	6460	5296	6679	AT5G13030	7296	6914	5333	5870	6779	5032	6488	7572	5841	TC03G025580	5271	6110	TC04G019470	7367	6450	5656	KT377078.1	TC05G029300	6865	6430	5893	7128	5639	7024	6954	TC05G027690	TC03G012430	4806	7279	AT2G35130	TC09G017950	5918	TC09G004790	6667	5699	TC09G010970	6447	6398	6457	NM_001198514.1	4932	6226	5990	AT5G23940	5802	6893	TC06G016050	6051	TC09G009480	6284	6406	TC01G032610	6405	7331	KT377126.1	AT5G13520	TC02G026940	6550	7174	TC03G002530	5460	AT3G56940	6494	6036	5981	6114	5703	6299	5968	4757	5421	5940	5843	5206	5177	TC02G023190	5578	6004	5960	6544	AT3G24190	TC05G003200	6527	TC07G000500	6000	5034	TC09G026350	5366	7021	5702	AT1G63680	5733	KT377102.1	7628	AT2G01650	6713	KT377118.1	6383	AT5G55960	5138	AT4G38890	6164	7029	5348	4744	5428	6119	6500	6528	6797
FMN_104811_P005_WE02	0	2318	1178	2448	0	4054	0	1839	4705	0	1373	1843	2158	2061	6765	0	1005	1725	0	2338	0	2462	0	1067	1670	0	866	2063	0	2701	678	1666	624	3007	0	0	2445	864	881	913	0	0	1593	0	1613	2070	0	3403	0	0	2024	0	0	2380	2285	0	0	1821	0	868	0	763	0	1038	0	0	0	0	1862	793	0	1801	0	1552	2818	743	2679	2930	0	0	0	1740	1811	1540	2629	0	0	1234	0	1288	435	2445	1241	642	0	0	0	0	0	1332	1596	486	2349	0	611	1326	0	1175	0	2098	1103	0	2833	832	0	1282	3489	4196	0	1784	2511	1366	2281	1922	2718	1606	1471	3429	1958	2359	2228	1905	1585	1847	3001	0	1931	0	1013	1267	2657	0	677	0	1387	0	2194	0	0	2831	1964	1154	1709	3148	1038	573	1236	790	2447	0	0	1166	0	0	2225	1530	1291	1158	1754	3542	1500	1316	0	2252	2873	2723	1184	4859	2047	3241	827	1972	621	0	0	0	0	2233	1832	2131	1841	0	0	0	0	0	1555	2143	0	1426	1826	1294	0	1575	1324	820	1867	1837	2330	1317	1170	665	1430	0	0	1949	0	913	0	1553	0	1611	1999	0	1297	4875	1835	1999	549	2026	0	1605	0	1029	0	1701	0	648	1363	1443	0	1780	2963	1394	963	0	2408	946	857	0	0	0	2173	0	0	3018	0	1430	947	0	0	1007	1308	0	2931	1288	1353	1398	0	0	3621	0	2127	0	1294	0	0	570	1065	1756	2791	0	885	1551	0	0	0	1226	2624	2567	0	1227	1151	1347	0	0	2003	1899	0	0	3361	2758	0	2056	1720	1337	1755	0	2233	0	4694	2075	855	568	2535	915	0	1224	2059	2746	3414	0	1395	0	0	0	2492	2542	755	0	1568	0	1678	2342	3097	0	0	0	0	0	728	563	0	0	0	0	2885	419	1491	0	4008	2639	1602	2360	2510	1189	0	2035	865	908	1214	3077	0	1302	0	2354	0	2238	0	2445	0	2632	999	0	0	0	0	3691	1727	1328	0
FMN_104811_P005_WE03	0	2418	925	2493	1239	4153	0	1225	4450	0	2176	1688	2278	2100	6942	0	1145	2029	0	1854	0	2684	835	1051	2070	0	0	2715	0	2316	568	989	1112	3326	0	0	2337	1280	906	1297	0	0	1001	0	2090	2972	0	3150	0	0	1886	0	0	2355	2218	0	0	2175	0	988	0	1194	0	1175	0	0	0	0	1946	1312	0	1656	0	2468	2666	617	2621	2921	0	0	0	2049	1726	1791	2842	0	0	1185	0	1715	0	0	1150	532	0	0	0	0	0	1360	1594	0	2776	0	539	2171	0	1341	0	2500	822	0	2656	1493	0	1240	3589	3415	0	2040	2499	1005	2121	2743	2595	1705	1412	3491	1278	2723	2010	1733	2350	1813	3073	0	1820	1530	910	979	1259	0	0	0	1463	0	2422	0	0	2956	2023	1337	1942	2656	2222	0	1556	980	3056	0	0	1063	0	0	2254	1333	1377	989	2484	3591	2258	1361	0	3151	3045	2644	1469	4839	3243	2973	1777	2160	540	0	0	0	0	2660	1541	1935	2018	0	0	0	0	0	1923	2075	0	1625	1806	1407	0	2502	1354	0	1846	2187	2261	1492	1305	762	1679	0	0	1924	0	769	0	1876	1269	1773	4291	0	857	5425	2024	1918	818	2223	0	1903	0	1479	0	1348	0	0	1182	635	1194	2227	3037	1270	1172	0	2594	892	1265	0	0	0	2626	0	0	3311	0	1710	1336	0	0	658	1059	0	3004	1066	1735	1334	0	0	3839	0	2218	0	1450	0	0	0	1323	2365	2947	0	0	1632	0	0	0	1333	3642	1921	0	1187	1006	1541	0	0	2087	2604	0	0	3549	2553	0	2266	1311	1161	1874	0	2602	0	4793	2015	723	0	2079	731	0	1825	2078	2644	3837	0	1392	0	0	1786	2780	2293	673	0	1890	0	1909	2404	2895	0	0	0	0	0	0	843	0	0	1287	0	3031	0	1491	0	4487	4725	1536	1241	2534	821	0	2179	855	729	1279	2872	0	1757	0	2473	0	2004	0	2791	0	2436	1088	0	0	0	465	2647	1779	1744	0
FMN_104811_P005_WE04	0	2023	0	2318	0	2887	0	1009	4281	0	1268	1684	2033	1772	6321	0	502	1347	0	1816	0	2410	598	744	1419	0	0	2160	0	1819	0	714	0	2895	0	0	2003	0	448	643	0	0	1386	0	1530	2493	0	2997	0	0	1760	0	553	2167	1669	0	0	1765	0	628	0	0	0	593	0	0	0	0	1593	619	0	1090	0	1032	2013	807	1971	2752	0	0	0	1742	1271	1472	2566	509	0	843	0	1287	0	1861	977	0	0	0	0	0	0	0	2714	761	2715	0	0	1083	0	882	0	1673	671	0	2419	0	0	1249	2012	2114	0	1588	2516	0	1505	2285	2005	1473	974	2510	854	2118	2121	670	1345	1124	2551	0	1203	0	0	685	1364	0	0	0	1190	0	1823	0	0	2351	1715	844	1553	1700	702	0	751	553	2212	0	0	865	0	0	588	866	1130	718	615	3216	1527	838	0	2257	2579	2505	820	5356	1795	2726	628	1736	0	0	0	0	0	1621	1089	1408	1748	0	0	0	0	0	0	1897	0	1166	1401	1094	0	1609	757	0	1977	1317	1985	726	1274	0	1272	0	0	1497	0	0	0	1492	0	1033	1982	0	917	4685	1469	1272	0	1913	1085	1017	0	1133	0	952	0	0	859	0	834	1346	2243	1105	672	0	1957	676	658	0	0	0	1365	0	0	2532	0	0	889	0	0	668	841	0	2655	999	580	993	0	0	2947	0	672	0	1602	0	0	0	840	1216	1730	0	0	1205	0	0	0	1269	2499	1196	0	0	728	973	0	0	1631	2092	0	0	2448	2472	0	1194	1292	864	1448	0	709	0	4594	1666	0	0	2111	0	0	1161	1684	2205	3511	0	1092	0	385	1543	2487	2214	0	0	1442	0	1729	1851	2451	0	0	0	0	0	0	535	0	0	854	0	2652	0	1236	0	3113	2637	1204	865	1659	872	0	1454	547	0	810	2424	0	800	0	2214	0	1642	0	2595	0	2501	0	0	0	0	0	1711	962	815	0
FMN_104811_P005_WE06	0	1919	0	2119	0	2260	0	1433	4199	0	1266	1933	1853	2399	6107	0	741	1804	0	2122	0	2322	0	1151	2828	0	0	2065	0	2680	0	1109	0	2757	0	0	1849	0	733	0	0	0	1231	0	2808	1757	0	3105	0	0	2380	0	655	2163	1317	0	0	1729	0	0	0	0	0	616	0	0	0	0	1473	810	0	1154	0	1503	2014	576	2082	2922	0	0	0	1454	1550	1508	2281	793	0	985	0	1604	0	2093	0	0	0	0	0	0	0	440	1525	0	2565	0	0	1139	0	1086	0	1880	742	0	2417	0	0	988	2153	2232	0	1665	1830	0	1362	1799	1999	1095	1020	2079	974	2138	1137	1904	1523	1207	2668	0	772	0	840	805	1129	0	0	0	737	0	1898	0	0	2387	1552	672	1087	2885	0	0	1261	568	2821	0	0	965	0	0	2328	805	1020	1925	812	3102	1502	788	0	2403	2412	2384	1263	5048	1683	2569	0	1582	0	0	0	0	0	1928	741	1293	1773	0	0	0	0	0	0	1518	0	1115	1293	1011	0	992	985	549	1801	1306	1764	1096	926	0	1211	0	0	1378	0	782	0	1263	0	1252	1541	0	902	4550	1580	1818	0	1848	0	976	0	673	0	767	0	0	1162	410	0	1689	2873	1014	725	0	2359	622	433	0	0	0	1369	0	0	2376	0	0	0	0	0	680	1522	0	2687	1029	0	859	0	0	3093	0	721	0	1063	0	0	0	0	1158	1975	0	0	1100	0	0	0	1452	2563	1445	0	0	700	1062	0	0	1561	1978	0	0	2488	2580	0	1102	1460	1052	1546	0	547	0	4776	1957	0	0	1704	0	0	1176	1701	2284	3639	0	756	0	0	1691	2342	2087	0	0	1254	0	1379	2036	2333	0	0	0	0	0	0	0	0	0	735	0	2476	0	1100	0	3497	2718	1156	1436	1593	998	0	1322	748	659	904	2934	0	1151	0	2004	0	1498	0	2190	0	2343	0	0	0	0	0	1918	626	677	0
FMN_104811_P005_WE07	0	2247	0	2239	0	3363	0	1494	4479	0	1536	1768	1362	2021	6360	0	1197	1964	0	1547	0	2834	0	841	1737	0	0	2604	0	2827	0	1111	902	3112	0	0	2285	0	873	1209	0	0	1635	0	1422	3230	0	3753	0	0	1743	0	922	2490	1945	0	0	1876	0	943	0	0	0	547	0	0	0	0	1985	1109	0	1586	0	1474	2721	565	2541	2681	0	0	587	1609	1570	1440	2476	0	0	1057	0	1238	0	2353	1159	0	0	0	0	0	0	403	1667	0	2957	0	0	1707	0	1380	0	1940	1524	0	2527	0	0	1064	2419	2944	0	1544	2112	0	1857	2262	2471	1714	1040	1450	1018	2475	2186	1643	1109	1611	2876	0	1212	0	1099	805	1187	0	0	0	1289	0	2641	0	0	2378	1839	725	1459	2581	649	0	1306	701	2179	0	0	885	0	0	2059	488	1335	1309	2052	3299	1136	1048	0	2579	2919	2694	1616	5084	1626	2936	581	1807	0	0	390	0	0	2081	1478	1375	1908	0	0	0	0	0	0	1764	0	1180	1660	1327	0	2384	860	746	2078	1678	2670	1239	908	0	1354	0	0	1713	0	782	0	1655	0	1298	1970	0	922	4745	1840	1632	0	1892	0	1163	0	0	0	1507	0	0	1377	564	754	1367	2480	915	1044	0	2410	0	1009	0	0	0	1727	0	0	3064	0	726	0	0	0	815	727	0	3130	1576	0	1026	0	0	3643	0	855	0	1616	0	0	0	1336	1890	2304	0	0	1645	0	0	0	1642	2643	1855	0	0	978	850	0	0	1468	2054	0	0	2601	2678	0	1426	920	1268	1669	0	2430	0	4538	1942	0	0	2104	0	0	1178	2141	2890	2811	0	1301	0	0	1909	2533	2622	799	0	1364	0	1495	1703	2811	0	0	0	0	0	0	1030	0	0	0	0	2946	0	1205	0	4203	2631	1596	964	1894	1929	0	2004	646	672	974	2692	0	1531	0	2222	0	1764	0	2362	0	2319	0	0	0	0	0	2151	1054	904	0
FMN_104811_P005_WE08	0	2324	0	2380	0	3239	0	1571	4937	0	1408	1836	1769	1445	6093	0	780	2200	0	2107	0	2481	0	1106	1717	0	0	2363	0	2281	0	1510	0	3299	0	0	2524	0	860	1237	0	0	905	0	1817	3318	0	3581	0	0	1605	0	936	2296	2028	0	0	1740	0	889	0	0	0	0	0	0	0	0	2008	937	0	1293	0	1339	2425	0	2975	2894	0	0	0	1772	1430	1360	2614	0	0	993	0	1483	0	2150	1013	0	0	0	0	0	0	899	1714	0	2849	679	0	1490	0	910	0	1889	1010	0	2598	742	0	1353	2621	3476	0	1798	2109	0	1693	3144	2297	1720	1399	3021	1212	2519	1814	967	1824	1404	2909	0	1600	1090	812	833	1321	0	0	0	1418	0	1883	0	0	2485	1823	1088	1474	1965	0	0	995	528	2265	0	0	800	0	0	2013	989	1268	1838	560	3415	1784	1074	0	2387	2601	2575	1789	5306	1948	2794	663	1806	0	0	0	0	0	3805	782	1553	1643	0	0	0	0	0	1047	1896	0	971	1431	1252	0	2073	1064	651	2084	1411	2424	1305	1094	0	1462	0	0	1355	0	1019	0	1687	1136	1352	1855	0	1082	4745	1698	1436	0	1880	434	1631	0	0	0	930	0	0	1086	528	812	1735	2534	1104	747	0	2006	765	1219	0	0	0	1529	0	0	2896	0	0	0	0	0	996	960	0	3155	1088	486	1346	0	0	3540	0	1056	0	1950	0	0	0	1211	1723	2316	0	0	1622	0	0	0	1716	2670	1821	0	868	0	775	0	0	1660	2523	0	0	3357	2719	0	1424	1707	1040	1792	0	478	0	4572	1862	0	0	1997	0	0	1370	2127	2635	3473	0	1396	0	0	1766	2686	2996	812	0	1628	0	1778	1791	2532	0	0	0	0	0	0	0	0	0	1232	0	2883	0	1184	0	3828	2565	1420	1542	2662	1096	0	1622	0	626	1054	2773	0	1947	0	2225	0	2072	0	2629	0	3505	0	0	0	0	0	2106	597	1062	0
FMN_104811_P005_WE09	0	2339	536	2260	0	2900	0	1186	4223	0	1807	1678	0	2024	6476	0	817	1559	0	1875	0	2447	0	743	1748	0	0	2094	0	2641	451	914	0	3359	0	0	2059	0	0	0	0	0	737	0	1491	2359	0	3652	0	0	2028	0	707	2234	1805	0	0	1904	0	0	0	0	0	0	0	0	0	0	1578	879	0	1213	0	1348	2006	461	2537	2643	0	0	0	1630	1205	1720	2556	501	0	842	0	1497	0	2092	0	0	0	0	0	0	0	409	1213	0	2864	0	0	1119	0	960	0	1659	894	0	2639	0	0	1064	2095	2509	0	1618	2036	0	1427	2140	2378	1421	1127	2238	1098	2028	1164	818	1887	1095	2837	0	1021	0	525	464	1171	0	0	0	1043	0	1617	0	0	2502	1556	872	1355	1719	874	0	1042	613	2032	0	0	1056	0	0	2083	0	939	1712	878	3310	1633	956	0	2498	2603	2491	946	4995	1464	2700	0	1672	0	0	0	0	0	1690	1039	1292	1634	0	0	0	0	0	0	1694	0	1261	1290	1295	0	1071	0	0	1733	1422	1985	1069	1062	0	1102	0	0	1354	0	706	0	1507	0	1177	1725	0	1186	4548	1603	1638	0	1778	0	953	0	0	0	828	0	0	609	0	0	1525	2916	851	694	0	1706	689	760	0	0	0	1606	0	0	2613	0	0	741	0	0	734	1493	0	2658	1120	0	1155	0	0	2680	0	889	0	1037	0	0	0	926	1565	2035	0	0	1296	0	0	0	1341	2656	1367	0	0	0	645	0	0	1565	2036	0	0	1733	2502	0	1382	1605	883	1411	0	1193	0	4592	1089	0	0	1786	0	0	1076	1516	2808	3426	0	991	0	0	1647	2604	1916	0	0	1697	0	1242	1658	2254	0	0	0	0	0	0	0	0	0	711	0	2900	0	1185	0	2507	2743	1456	786	1735	1221	0	1531	554	0	905	2896	0	1541	0	1766	0	1733	0	2354	0	2435	0	0	0	0	0	1986	726	655	0
FMN_104811_P005_WE10	0	2026	0	2186	0	2870	0	1112	4692	0	1144	1513	977	1768	6332	0	1340	1576	0	1811	0	2335	0	1212	1555	0	678	2042	0	2022	0	628	0	2847	0	0	2201	0	672	0	0	0	1392	0	1547	3121	0	3054	0	0	1891	0	739	2218	1770	0	0	1586	0	657	0	0	0	584	0	0	0	0	1525	716	0	962	0	1441	2504	535	2046	2617	0	0	0	1823	1014	1151	2633	742	0	1064	0	1441	0	1924	0	0	0	0	0	0	0	547	1813	0	2333	0	0	1616	0	893	0	3741	1016	0	2509	587	0	1067	1974	1962	0	1363	2256	1067	1423	2476	2063	1399	959	2600	800	2345	2163	857	744	1326	2555	0	843	0	814	905	1112	0	0	0	1222	0	1678	0	0	2309	1677	632	1236	2264	582	0	953	517	2004	0	0	858	0	0	2043	988	1146	1498	768	3241	1323	1099	0	2305	2578	2295	1482	4684	1759	2487	0	1639	0	0	0	0	355	4335	766	1401	1836	0	0	0	0	0	0	1771	0	1313	1235	1046	0	1010	610	741	1869	1221	1803	884	1266	1019	1320	0	0	1339	0	771	0	1701	545	1140	1778	0	1075	4674	1555	1628	0	1928	0	1139	0	778	0	851	0	0	691	0	0	1520	2515	752	733	0	1890	785	833	0	0	0	1259	0	0	2992	0	0	0	0	0	680	1009	0	2611	1117	1179	1466	0	0	2598	0	734	0	1114	0	0	0	1056	2174	1702	0	0	1246	0	0	0	990	2763	1937	0	0	754	941	0	0	1593	2057	0	0	2692	2450	0	1268	1383	995	1254	0	1053	0	4421	1700	493	0	1716	793	0	1355	1827	2419	2839	0	587	0	478	1332	2372	2143	780	0	1369	0	1836	1536	2681	0	0	0	0	0	381	1015	0	0	871	0	2418	394	1112	0	4156	2423	1249	1379	1755	1574	0	1415	846	0	844	2899	0	1303	0	1861	0	1603	0	2253	0	3503	0	0	0	0	0	1927	1070	830	414
FMN_104811_P005_WE11	0	2285	1025	2322	0	4100	0	1470	4492	0	1306	1755	1304	2075	6596	0	1318	2381	0	2225	0	2509	1066	0	1735	0	0	2372	0	2144	0	1272	829	3175	0	0	2037	0	1000	906	0	0	1277	0	1763	3288	0	3420	0	0	1929	0	707	2708	1841	0	0	1784	0	882	0	0	0	600	0	0	0	0	1749	806	0	1274	0	1328	3136	766	2508	2449	0	0	651	1643	1549	1315	2510	0	0	914	0	1637	0	2184	976	0	0	0	0	0	0	660	1748	0	2992	0	0	1418	0	1024	0	1779	1619	0	2761	471	0	1155	3082	2633	0	1512	2279	660	1551	2764	2289	1578	1262	3443	1507	2425	2146	1542	1870	1606	2896	0	931	0	570	814	1403	0	0	0	1531	0	1998	0	0	2422	1819	790	1573	2649	891	0	1300	1087	2300	0	0	1130	0	0	2102	812	1273	2417	1234	3321	1732	1128	0	2150	2571	2506	2138	6456	1534	2723	472	1684	587	533	606	0	0	2117	1815	1734	1604	0	0	0	0	0	0	2053	0	1131	2527	1470	0	2296	1106	701	2056	1196	2369	1212	1157	0	1592	0	0	1425	0	1019	0	1601	0	1621	2204	0	1340	4925	1686	2460	0	2003	723	1577	0	0	0	1244	0	0	1028	662	0	1784	2641	1393	876	0	2377	714	1330	0	0	0	1536	0	0	2987	0	689	0	0	0	821	1514	0	3006	1496	1103	1410	0	0	3256	0	1081	0	1266	0	0	0	1149	2327	2326	0	0	1337	0	0	0	1473	2492	1723	0	0	893	1097	416	0	1641	2095	0	0	2703	2909	0	1336	1578	1156	1997	0	2202	0	4552	2008	0	0	1949	724	0	1144	1840	2736	3651	0	1067	0	486	1885	2474	2786	828	0	1654	0	1865	2096	3196	0	0	0	0	0	0	956	0	0	917	0	2698	0	1109	0	5122	2915	1417	1822	3907	1878	0	1590	1017	0	983	3085	0	1824	0	2235	0	1670	0	2378	0	0	0	0	0	0	0	3436	1298	931	0
FMN_104811_P005_WE12	0	2175	0	2388	0	3863	0	1029	4354	0	1454	1685	1193	2031	6391	0	1149	2050	0	1982	0	2314	0	1117	1638	0	826	2326	0	2288	0	910	719	3192	0	0	2172	0	833	1062	0	0	792	0	1673	2888	0	2636	776	0	1631	0	1290	2299	2140	0	0	1802	0	900	0	735	0	898	0	0	0	0	1814	1105	0	1012	0	1847	2545	886	2031	2252	0	0	0	1569	1127	2138	2336	532	0	1357	0	1427	0	2162	0	779	0	0	0	0	0	774	1863	0	2267	0	395	1799	0	1118	0	1880	1404	0	2199	760	0	1343	2426	3445	0	1851	2590	1323	1656	2525	2186	1348	1261	2401	1008	2476	2146	1988	1398	1615	2757	0	834	0	859	875	1443	0	1114	0	1398	0	1794	0	0	2507	1823	1127	1493	3097	913	0	1133	630	2331	0	0	988	0	0	2466	842	1123	1010	1888	3320	1567	1199	0	2245	2777	2609	1467	5065	2121	2801	591	1887	0	0	1175	0	0	2393	1641	1863	1920	0	819	0	0	0	0	2105	0	1266	1332	1715	0	2142	1303	981	1950	1508	2215	1193	1347	894	1767	0	754	1679	0	547	679	1650	1045	1402	1964	0	1247	4827	1766	1843	738	1976	717	1412	0	1045	0	1113	0	988	1606	0	0	1775	2853	1156	1027	0	2458	712	1234	0	0	0	1575	0	0	2813	0	577	0	0	0	744	1012	0	3255	1240	1536	1280	0	0	2807	0	1650	0	1216	0	0	0	981	2784	2243	0	816	1343	0	0	0	1267	3038	1792	0	773	1784	1168	506	0	2036	2354	0	0	2825	2665	0	1795	1310	959	1243	0	2007	0	4364	2097	786	598	1824	774	0	1314	1733	2383	3199	0	1019	0	732	1660	2465	2069	707	0	1718	0	1930	1722	2835	0	0	0	0	462	1477	734	0	0	945	0	2608	684	1652	0	4106	2842	1432	1737	1839	1488	0	1848	858	975	1049	2822	0	839	0	2301	0	1786	0	2606	0	2900	0	1165	0	0	0	3058	2134	1224	0
FMN_104811_P005_WF01	0	2243	996	2497	1250	3733	0	1003	4239	515	2131	1753	1751	1921	6411	687	598	1625	0	2024	0	2498	643	1203	1609	0	399	1790	0	2020	0	1339	0	3225	0	0	2552	860	773	1098	715	0	1361	0	1666	2946	0	3051	0	0	1438	0	740	2348	2249	0	0	1758	0	739	0	677	0	796	0	0	0	0	1811	773	0	1019	0	855	2352	783	2454	2875	706	0	0	1516	1471	1420	2413	0	0	1287	0	1268	0	2621	1226	615	0	0	0	0	0	1468	2387	0	2554	0	556	1153	0	964	0	1956	1197	0	3631	1809	0	1335	3311	2937	0	1596	2143	1174	1480	2331	2273	1607	1045	2497	1006	2387	2086	1601	1745	1368	5243	0	1287	0	972	877	1399	0	0	0	1253	0	2015	0	0	2618	1941	1278	1394	2066	1869	0	1370	627	2912	0	0	1068	0	0	2047	1015	1075	650	1776	3175	1463	1275	0	2154	2678	2516	1362	4383	1491	2699	1107	1770	784	0	0	0	0	1946	1807	1871	1845	0	819	0	0	0	1500	1812	0	1042	1332	1381	0	1485	1041	624	1868	1327	2070	1317	1026	665	1367	0	441	1677	0	658	890	1356	1001	1060	1891	0	1172	5189	1748	1565	908	1827	1132	2117	0	1135	0	893	0	0	1815	1264	743	1541	2593	1001	810	1031	2101	745	831	0	0	0	1508	0	0	2716	0	1739	1085	0	0	1084	939	0	2850	986	1422	1233	0	0	2704	0	1539	0	987	0	0	0	1147	2241	3098	0	752	1426	0	0	426	1229	2610	2018	0	989	1276	1290	0	0	2014	2170	0	0	2908	2535	0	1261	1391	915	1527	0	1748	0	4427	1830	531	0	2138	723	0	1299	1883	2467	2675	0	1286	0	0	1558	2657	2127	808	0	2102	0	1708	1674	2423	0	0	0	805	630	0	636	0	0	1091	0	2503	725	1332	0	3487	2419	1398	1128	2502	1170	0	1931	669	740	1074	3066	0	1382	0	2131	0	2506	0	2568	0	2928	678	627	0	0	0	2852	1551	1052	0
FMN_104811_P005_WF02	0	2035	0	2213	0	2839	0	1122	4256	0	1788	1496	2240	1731	6081	0	608	1676	0	1954	0	2164	0	961	1729	0	0	2023	0	1735	0	842	0	3126	0	0	2442	0	469	1005	0	0	1063	0	2846	2558	0	3037	0	0	2036	0	884	2453	1824	0	0	1547	0	503	0	0	0	0	0	0	0	0	1368	828	0	1104	0	1146	2077	488	2273	2763	0	0	0	1418	1116	1469	2265	0	0	1019	0	1030	0	2091	658	0	0	0	0	0	0	880	1540	636	2050	1219	0	1061	0	773	0	1799	686	0	2650	701	0	1333	2679	2439	0	1654	2208	734	1524	1423	2367	1277	913	2474	1149	2297	1461	924	1314	1321	2624	0	753	0	0	702	1297	0	0	0	1128	0	2062	0	0	2619	1646	988	1358	2448	628	0	984	613	2071	0	0	823	0	0	1878	775	1068	446	655	3221	1417	1011	0	2305	2687	2513	860	0	1521	2673	580	1571	0	516	0	0	0	1946	780	1560	1663	0	0	0	0	0	0	1701	0	1061	1320	1137	0	1059	944	0	1679	1467	1918	1099	949	0	1126	0	0	1529	0	574	0	1541	0	1108	1577	0	829	4748	1606	781	0	1851	0	1087	0	641	0	928	0	0	962	0	605	1346	2286	1087	629	0	1726	844	476	0	0	0	1565	0	0	2892	0	0	806	0	0	619	1007	0	2768	1109	618	1074	0	0	2752	0	498	0	902	0	0	0	947	847	2073	0	0	1484	0	0	0	1604	2697	1278	0	0	1006	1004	0	0	1622	2262	0	0	3123	2543	0	1615	911	1031	1401	0	1279	0	4438	1238	0	0	1769	0	0	1109	2094	2506	2887	0	1168	0	0	1563	2666	2063	0	0	1805	0	1751	1948	2876	0	0	0	0	0	0	0	0	0	811	0	3030	491	1323	0	2747	2561	1230	1463	1572	843	0	1657	565	548	658	2916	0	1041	0	1958	0	2061	0	2308	0	2356	0	0	0	0	0	2286	943	844	0
